"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.12.0","Intrusion_Detection","IDS_Attacks","dvc_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","dvc_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","dvc_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","ids_type",string,"The type of IDS that generated the event.","network, host, application, wireless",true,""
"4.12.0","Intrusion_Detection","IDS_Attacks",severity,string,"The severity of the network protection event. Note: This field is a string. Use severity_id for severity ID fields that are integer data types. The severity_id field is optional, so it is not included in the model. Also, specific values are required for this field. Use vendor_severity for the vendor's own human readable severity strings, such as Good, Bad, and Really Bad.","critical, high, medium, low, informational",true,""
"4.12.0","Intrusion_Detection","IDS_Attacks",signature,string,"The name of the intrusion detected on the client (the src), such as PlugAndPlay_BO and JavaScript_Obfuscation_Fre. Note: This is a string value. Use signature_id for numeric indicators. The signature_id field is optional, so it is not included in the model.",,true,""
"4.12.0","Intrusion_Detection","IDS_Attacks",src,string,"The source involved in the attack detected by the IDS. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",,true,""
"4.12.0","Intrusion_Detection","IDS_Attacks","src_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","src_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","src_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks",tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks",transport,string,"The OSI layer 4 (transport) protocol of the intrusion, in lower case.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks",user,string,"The user involved with the intrusion detection event.",,true,""
"4.12.0","Intrusion_Detection","IDS_Attacks","user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","vendor_product",string,"The vendor and product name of the IDS or IPS system that detected the vulnerability, such as HP Tipping Point. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",JVM,Classloading,"current_loaded",number,"The current count of classes loaded in the JVM.",,,""
"4.12.0",JVM,Classloading,"total_loaded",number,"The total count of classes loaded in the JVM.",,,""
"4.12.0",JVM,Classloading,"total_unloaded",number,"The total count of classes unloaded from the JVM.",,,""
"4.12.0",JVM,Compilation,"compilation_time",number,"Time taken by JIT compilation, in seconds.",,,""
"4.12.0",JVM,JVM,"jvm_description",string,"A description field provided in some data sources.",,,""
"4.12.0",JVM,JVM,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",JVM,Memory,"heap_committed",number,"Committed amount of heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"heap_initial",number,"Initial amount of heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"heap_max",number,"Maximum amount of heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"heap_used",number,"Heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"non_heap_committed",number,"Committed amount of non-heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"non_heap_initial",number,"Initial amount of non-heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"non_heap_max",number,"Maximum amount of non-heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"non_heap_used",number,"Non-heap memory used by the JVM, in bytes.",,,""
"4.12.0",JVM,Memory,"objects_pending",number,"Number of objects pending in the JVM.",,,""
"4.12.0",JVM,OS,"committed_memory",number,"Amount of memory committed to the JVM, in bytes.",,,""
"4.12.0",JVM,OS,"cpu_time",number,"Amount of CPU time taken by the JVM, in seconds.",,,""
"4.12.0",JVM,OS,"free_physical_memory",number,"Amount of free physical memory remaining to the JVM, in bytes.",,,""
"4.12.0",JVM,OS,"free_swap",number,"Amount of free swap memory remaining to the JVM, in bytes.",,,""
"4.12.0",JVM,OS,"max_file_descriptors",number,"Maximum file descriptors available to the JVM.",,,""
"4.12.0",JVM,OS,"open_file_descriptors",number,"Number of file descriptors opened by the JVM.",,,""
"4.12.0",JVM,OS,os,string,"OS that the JVM is running on.",,,""
"4.12.0",JVM,OS,"os_architecture",string,"OS architecture that the JVM is running on.",,,""
"4.12.0",JVM,OS,"os_version",string,"OS version that the JVM is running on.",,,""
"4.12.0",JVM,OS,"physical_memory",number,"Physical memory available to the OS that the JVM is running on, in bytes.",,,""
"4.12.0",JVM,OS,"swap_space",number,"Swap memory space available to the OS that the JVM is running on, in bytes.",,,""
"4.12.0",JVM,OS,"system_load",number,"System load of the OS that the JVM is running on.",,,""
"4.12.0",JVM,OS,"total_processors",number,"Total processor cores available to the OS that the JVM is running on.",,,""
"4.12.0",JVM,Runtime,"process_name",string,"Process name of the JVM process.",,,""
"4.12.0",JVM,Runtime,"start_time",timestamp,"Start time of the JVM process.",,,""
"4.12.0",JVM,Runtime,uptime,number,"Uptime of the JVM process, in seconds.",,,""
